-0.016094184	-0.058245547	-0.051343996	0.08435143	-0.052961443	-0.05777014	-0.046731524	-0.002632501	0.050406046	-0.016355705	-0.060583908	-0.0023042122	0.015469235	-0.04602204	-0.34703863
0.048808273	-0.08384057	-0.027377369	0.019701682	-0.05004452	-0.0014775827	-0.059551083	-0.06750808	0.019972688	0.045106776	-0.030615872	-0.07422693	-0.001733935	-0.051103286	-0.353219
0.09253166	-0.15443046	0.08901759	0.11256956	-0.10747697	0.018799365	-0.047793135	-0.089865096	-0.03164791	0.049462613	0.017507296	-0.08942485	0.12737413	-0.07221979	-0.44622883
-0.25942278	0.3746507	-0.33797225	-0.3956718	0.37790734	-0.27637973	0.28572467	0.35911837	0.33117127	-0.25031435	-0.27342358	0.37411556	-0.31176603	0.34477544	0.23071556
-0.025936011	0.03618998	-0.024284024	-0.035490196	0.027626209	-0.018008897	0.017143581	0.08556759	0.024703296	-0.094802015	-0.08310887	-0.01629226	-0.013610274	0.02039083	-0.1542222
-0.052942246	-0.019180635	-0.065507315	0.008527329	-0.012555083	-0.088659875	0.017658848	0.049675807	0.009356451	-0.007210824	-0.077919334	-0.023474067	-0.06465123	-0.00044840484	-0.20031194
-0.26721793	0.25636294	-0.31012192	-0.32101884	0.23166281	-0.24828526	0.27444553	0.30602494	0.25278658	-0.26910716	-0.230077	0.30030012	-0.28848976	0.25095809	0.025004724
0.043163825	0.03310633	0.038978375	-0.008691029	0.0027445944	-0.04937985	-0.015771475	-0.03956414	-0.0052735163	0.032797012	-0.042685576	0.00028547252	-0.008434066	0.0033463433	-0.16043502
-0.23609842	0.3334426	-0.2959834	-0.2837124	0.25452596	-0.25316158	0.27726778	0.26763228	0.26321337	-0.2524419	-0.18565041	0.2970053	-0.25972232	0.261096	0.14786631
0.04213789	0.030703932	0.010163376	0.025781069	-0.0072692544	-0.011357666	-0.0265936	-0.0365096	-0.019915849	-0.0053112106	0.03619289	-0.030437738	-0.03519206	0.01025764	-0.07733301
-0.28680682	0.3357844	-0.3692681	-0.33289677	0.32650375	-0.31752214	0.3143881	0.38347295	0.32268307	-0.35443214	-0.3520163	0.32634276	-0.3552123	0.29746428	0.13121225
